OID;OBJECTID;IDDATACION;CODIGOMUES;UNIDADGEOL;LITOLOGIA;EDADAÑOSB;ERRORAÑOS;EDADMA;ERRORMA;EDADGRASIM;EDADGRAS_1;EDADESTRAT;EDADESHERE;METODODATA;MATERIALAN;RELACIONIN;MSWD;PX2;DISPERSION;NUMEROGRAN;NUMEROALIC;FUENTEGEOR;COORDENADA;COORDENA_1;SISTEMACOO;LATITUD;LONGITUD;REFERENCIA;CITAREFERE;IDREFERENC;COMENTARIO;URL
42;43;219;SN-40;Terraza aluvial; ; ;± 30; ; ; ; ;Holoceno (Q2); ;Carbono–14;Sedimento; ; ; ; ; ; ; ;1219881;1141285;MAGNA_Colombia_Oeste;"6° 34' 58,486"" N";"75° 48' 00,216"" W";Martínez, J.I., Mayr, C., Yokoyama, Y., Vélez, M.I. & Battarbee, R.W. 2013. The San Nicolás succession of the Cauca paleolake: a late Holocene laminated ria lake record from the Neotropics. Journal of Paleolimnology, 49(2): 287-300.;Martínez et al. (2013);177;Núcleo San Nicolas: muestra colectada a 1623 cm de profundidad.;http://dx.doi.org/10.1007/s10933-012-9676-4
43;44;220;MM-2 25;Terraza costera; ; ;± 70; ; ; ; ;Holoceno (Q2); ;Carbono–14;Molusco Chione sp.; ; ; ; ; ; ; ;1654651;844189;MAGNA_Colombia_Bogota;"10° 30' 44,600"" N";"75° 30' 02,800"" W";Martínez, J.I., Yokoyama, Y., Gómez, A., Delgado, A., Matsuzaki, H. & Rendón, E. 2010. Late Holocene marine terraces of the Cartagena region, southern Caribbean: The product of neotectonism or a former high stand in sea-level? Journal of South America;Martínez et al. (2010);176;Sección Manzanillo del Mar: muestra colectada a 140 cm sobre el nivel del mar.;http://www.sciencedirect.com/science/article/pii/S0895981109001333
44;45;235;MM-1 11;Terraza costera; ; ;± 80; ; ; ; ;Holoceno (Q2); ;Carbono–14;Molusco Brachiodontes sp.; ; ; ; ; ; ; ;1654651;844189;MAGNA_Colombia_Bogota;"10° 30' 44,600"" N";"75° 30' 02,800"" W";Martínez, J.I., Yokoyama, Y., Gómez, A., Delgado, A., Matsuzaki, H. & Rendón, E. 2010. Late Holocene marine terraces of the Cartagena region, southern Caribbean: The product of neotectonism or a former high stand in sea-level? Journal of South America;Martínez et al. (2010);176;Sección Manzanillo del Mar: muestra colectada a 8 cm sobre el nivel del mar.;http://www.sciencedirect.com/science/article/pii/S0895981109001333
45;46;244;MM-1 12;Terraza costera; ; ;± 60; ; ; ; ;Holoceno (Q2); ;Carbono–14;Molusco Tagelus sp.; ; ; ; ; ; ; ;1654651;844189;MAGNA_Colombia_Bogota;"10° 30' 44,600"" N";"75° 30' 02,800"" W";Martínez, J.I., Yokoyama, Y., Gómez, A., Delgado, A., Matsuzaki, H. & Rendón, E. 2010. Late Holocene marine terraces of the Cartagena region, southern Caribbean: The product of neotectonism or a former high stand in sea-level? Journal of South America;Martínez et al. (2010);176;Sección Manzanillo del Mar: muestra colectada a 8 cm sobre el nivel del mar.;http://www.sciencedirect.com/science/article/pii/S0895981109001333
46;47;265;LC-07;Terraza aluvial; ; ;± 50; ; ; ; ;Holoceno (Q2); ;Carbono–14;Sedimento; ; ; ; ; ; ; ;1219981;1141285;MAGNA_Colombia_Oeste;"6° 35' 01,740"" N";"75° 48' 00,207"" W";García, Y.C., Martínez, J.I., Vélez, M.I., Yokoyama, Y., Battarbee, R.W. & Suter, F.D. 2011. Palynofacies analysis of the late Holocene San Nicolás terrace of the Cauca paleolake and paleohydrology of northern South America. Palaeogeography, Palaeocl;García et al. (2011);109;Sección La Caimana: muestra colectada a 630 cm sobre la base de la sección. También publicada en Martínez et al. (2013) [177] y Vélez et al. (2013) [322];http://www.sciencedirect.com/science/article/pii/S0031018210006759
47;48;277;SN-18;Terraza aluvial; ; ;± 40; ; ; ; ;Holoceno (Q2); ;Carbono–14;Sedimento; ; ; ; ; ; ; ;1219881;1141285;MAGNA_Colombia_Oeste;"6° 34' 58,486"" N";"75° 48' 00,216"" W";Martínez, J.I., Mayr, C., Yokoyama, Y., Vélez, M.I. & Battarbee, R.W. 2013. The San Nicolás succession of the Cauca paleolake: a late Holocene laminated ria lake record from the Neotropics. Journal of Paleolimnology, 49(2): 287-300.;Martínez et al. (2013);177;Núcleo San Nicolas: muestra colectada a 678 cm de profundidad.;http://dx.doi.org/10.1007/s10933-012-9676-4
48;49;279;SN-12;Terraza aluvial; ; ;± 40; ; ; ; ;Holoceno (Q2); ;Carbono–14;Sedimento; ; ; ; ; ; ; ;1219881;1141285;MAGNA_Colombia_Oeste;"6° 34' 58,486"" N";"75° 48' 00,216"" W";Martínez, J.I., Mayr, C., Yokoyama, Y., Vélez, M.I. & Battarbee, R.W. 2013. The San Nicolás succession of the Cauca paleolake: a late Holocene laminated ria lake record from the Neotropics. Journal of Paleolimnology, 49(2): 287-300.;Martínez et al. (2013);177;Núcleo San Nicolas: muestra colectada a 415 cm de profundidad.;http://dx.doi.org/10.1007/s10933-012-9676-4
49;50;285;LC-12;Terraza aluvial; ; ;± 50; ; ; ; ;Holoceno (Q2); ;Carbono–14;Sedimento; ; ; ; ; ; ; ;1219981;1141285;MAGNA_Colombia_Oeste;"6° 35' 01,740"" N";"75° 48' 00,207"" W";García, Y.C., Martínez, J.I., Vélez, M.I., Yokoyama, Y., Battarbee, R.W. & Suter, F.D. 2011. Palynofacies analysis of the late Holocene San Nicolás terrace of the Cauca paleolake and paleohydrology of northern South America. Palaeogeography, Palaeocl;García et al. (2011);109;Sección La Caimana: muestra colectada a 1522 cm sobre la base de la sección. También publicada en Martínez et al. (2013) [177] y Vélez et al. (2013) [322];http://www.sciencedirect.com/science/article/pii/S0031018210006759
50;51;292;TB-1 7;Terraza costera; ; ;± 110; ; ; ; ;Holoceno (Q2); ;Carbono–14;Molusco Strombus sp.; ; ; ; ; ; ; ;1639281;836537;MAGNA_Colombia_Bogota;"10° 22' 23,400"" N";"75° 34' 12,000"" W";Martínez, J.I., Yokoyama, Y., Gómez, A., Delgado, A., Matsuzaki, H. & Rendón, E. 2010. Late Holocene marine terraces of the Cartagena region, southern Caribbean: The product of neotectonism or a former high stand in sea-level? Journal of South America;Martínez et al. (2010);176;Sección Tierra Bomba: muestra colectada a 489 cm sobre el nivel del mar. La muestra es considerada como material retrabajado por su pobre preservación y por estar fuera del rango de edades de la secuencia.;http://www.sciencedirect.com/science/article/pii/S0895981109001333
51;52;324;SN-20;Terraza aluvial; ; ;± 40; ; ; ; ;Holoceno (Q2); ;Carbono–14;Sedimento; ; ; ; ; ; ; ;1219881;1141285;MAGNA_Colombia_Oeste;"6° 34' 58,486"" N";"75° 48' 00,216"" W";Martínez, J.I., Mayr, C., Yokoyama, Y., Vélez, M.I. & Battarbee, R.W. 2013. The San Nicolás succession of the Cauca paleolake: a late Holocene laminated ria lake record from the Neotropics. Journal of Paleolimnology, 49(2): 287-300.;Martínez et al. (2013);177;Núcleo San Nicolas: muestra colectada a 764 cm de profundidad.;http://dx.doi.org/10.1007/s10933-012-9676-4
52;53;373;LC-01;Terraza aluvial; ; ;± 50; ; ; ; ;Holoceno (Q2); ;Carbono–14;Sedimento; ; ; ; ; ; ; ;1219981;1141285;MAGNA_Colombia_Oeste;"6° 35' 01,740"" N";"75° 48' 00,207"" W";García, Y.C., Martínez, J.I., Vélez, M.I., Yokoyama, Y., Battarbee, R.W. & Suter, F.D. 2011. Palynofacies analysis of the late Holocene San Nicolás terrace of the Cauca paleolake and paleohydrology of northern South America. Palaeogeography, Palaeocl;García et al. (2011);109;Sección La Caimana: muestra colectada a 228 cm sobre la base de la sección. También publicada en Martínez et al. (2013) [177] y Vélez et al. (2013) [322];http://www.sciencedirect.com/science/article/pii/S0031018210006759
53;54;387;LC-03;Terraza aluvial; ; ;± 110; ; ; ; ;Holoceno (Q2); ;Carbono–14;Sedimento; ; ; ; ; ; ; ;1219981;1141285;MAGNA_Colombia_Oeste;"6° 35' 01,740"" N";"75° 48' 00,207"" W";García, Y.C., Martínez, J.I., Vélez, M.I., Yokoyama, Y., Battarbee, R.W. & Suter, F.D. 2011. Palynofacies analysis of the late Holocene San Nicolás terrace of the Cauca paleolake and paleohydrology of northern South America. Palaeogeography, Palaeocl;García et al. (2011);109;Sección La Caimana: muestra colectada a 326 cm sobre la base de la sección. También publicada en Martínez et al. (2013) [177] y Vélez et al. (2013) [322];http://www.sciencedirect.com/science/article/pii/S0031018210006759
54;55;392;SN-4;Terraza aluvial; ; ;± 100; ; ; ; ;Holoceno (Q2); ;Carbono–14;Sedimento; ; ; ; ; ; ; ;1219881;1141285;MAGNA_Colombia_Oeste;"6° 34' 58,486"" N";"75° 48' 00,216"" W";Martínez, J.I., Mayr, C., Yokoyama, Y., Vélez, M.I. & Battarbee, R.W. 2013. The San Nicolás succession of the Cauca paleolake: a late Holocene laminated ria lake record from the Neotropics. Journal of Paleolimnology, 49(2): 287-300.;Martínez et al. (2013);177;Núcleo San Nicolas: muestra colectada a 84 cm de profundidad.;http://dx.doi.org/10.1007/s10933-012-9676-4
55;56;716;WR–171;Pórfidos de Río Dulce;Pórfido diorítico; ; ;0,4;± 0,1; ; ;Pleistoceno (Q1);ca. 65 y 90–80, 25–20 y 3 Ma;U–Pb LA–MC–ICP–MS;Circón; ; ; ; ; ; ; ;1113296;890220;MAGNA_Colombia_Bogota;"5° 37' 11,600"" N";"75° 04' 06,100"" W";Leal Mejía, H. 2011. Phanerozoic gold metallogeny in the colombian Andes: A tectono–magmatic approach. Tesis de doctorado, Universidad de Barcelona, 989 p. Barcelona.;Leal Mejía (2011);160;Interpretada como la edad de cristalización magmática; 
56;57;750;SJ–3;Formación Brechas de Buenavista;Arenita; ; ;0,8;± 0,3; ; ;Pleistoceno (Q1); ;Huellas de fisión EDM;Apatito; ; ;97,7; ;30; ; ;988811;1046668;MAGNA_Colombia_Bogota;"4° 29' 41,640"" N";"73° 39' 25,200"" W";Mora, A., Parra, M., Strecker, M.R., Sobel, E.R., Hooghiemstra, H., Torres, V. & Vallejo Jaramillo, J. 2008. Climatic forcing of asymmetric orogenic evolution in the Eastern Cordillera of Colombia. Geological Society of America Bulletin, 120(7–8): 930;Mora et al. (2008);194;Los autores concluyen que 3–5 km de roca fueron exhumados de la sección estudiada en los últimos 3 Ma;http://gsabulletin.gsapubs.org/content/120/7-8/930.abstract
57;58;755;HUMEA; ;Granito; ; ;0,9;± 0,2; ; ;Pleistoceno (Q1); ;Huellas de fisión EDM;Apatito; ; ;86,6; ;30; ; ;987315;1057712;MAGNA_Colombia_Bogota;"4° 28' 52,680"" N";"73° 33' 27,000"" W";Mora, A., Parra, M., Strecker, M.R., Sobel, E.R., Hooghiemstra, H., Torres, V. & Vallejo Jaramillo, J. 2008. Climatic forcing of asymmetric orogenic evolution in the Eastern Cordillera of Colombia. Geological Society of America Bulletin, 120(7–8): 930;Mora et al. (2008);194;Los autores concluyen que 3–5 km de roca fueron exhumados de la sección estudiada en los últimos 3 Ma;http://gsabulletin.gsapubs.org/content/120/7-8/930.abstract
58;59;763;12033321;Pórfidos de Río Dulce;Pórfido diorítico; ; ;1;± 0,1; ; ;Pleistoceno (Q1); ;U–Pb LA–MC–ICP–MS;Circón; ; ; ; ; ; ; ;1109786;883790;MAGNA_Colombia_Bogota;"5° 35' 17,000"" N";"75° 07' 34,800"" W";Leal Mejía, H. 2011. Phanerozoic gold metallogeny in the colombian Andes: A tectono–magmatic approach. Tesis de doctorado, Universidad de Barcelona, 989 p. Barcelona.;Leal Mejía (2011);160;Interpretada como la edad de cristalización magmática; 
59;60;764;12040789;Pórfidos de Río Dulce;Pórfido cuarzodiorítico; ; ;1;± 0,2; ; ;Pleistoceno (Q1);ca. 60–55 Ma;U–Pb LA–MC–ICP–MS;Circón; ; ; ; ; ; ; ;1109883;880989;MAGNA_Colombia_Bogota;"5° 35' 20,000"" N";"75° 09' 05,800"" W";Leal Mejía, H. 2011. Phanerozoic gold metallogeny in the colombian Andes: A tectono–magmatic approach. Tesis de doctorado, Universidad de Barcelona, 989 p. Barcelona.;Leal Mejía (2011);160;Interpretada como la edad de cristalización magmática; 
60;61;779;WR–65;Pórfidos de Río Dulce;Pórfido granodiorítico; ; ;1,2;± 0,1; ; ;Pleistoceno (Q1);ca. 60–55 y 75 Ma;U–Pb LA–MC–ICP–MS;Circón; ; ; ; ; ; ; ;1110065;883957;MAGNA_Colombia_Bogota;"5° 35' 26,100"" N";"75° 07' 29,400"" W";Leal Mejía, H. 2011. Phanerozoic gold metallogeny in the colombian Andes: A tectono–magmatic approach. Tesis de doctorado, Universidad de Barcelona, 989 p. Barcelona.;Leal Mejía (2011);160;Interpretada como la edad de cristalización magmática; 
61;62;782;SJ–2a;Formación Lutitas de Macanal;Arenita; ; ;1,2;± 0,4; ; ;Pleistoceno (Q1); ;Huellas de fisión EDM;Apatito; ; ;54,5; ;27; ; ;981677;1044097;MAGNA_Colombia_Bogota;"4° 25' 49,440"" N";"73° 40' 48,720"" W";Mora, A., Parra, M., Strecker, M.R., Sobel, E.R., Hooghiemstra, H., Torres, V. & Vallejo Jaramillo, J. 2008. Climatic forcing of asymmetric orogenic evolution in the Eastern Cordillera of Colombia. Geological Society of America Bulletin, 120(7–8): 930;Mora et al. (2008);194;Los autores concluyen que 3–5 km de roca fueron exhumados de la sección estudiada en los últimos 3 Ma;http://gsabulletin.gsapubs.org/content/120/7-8/930.abstract
62;63;788;JB–361;Facies porfiríticas intruyendo al Pórfido de Suarez;Pórfido granodiorítico; ; ;1,3;± 0,1; ; ;Pleistoceno (Q1);ca. 60–50 Ma;U–Pb LA–MC–ICP–MS;Circón; ; ; ; ; ; ; ;816302;1042223;MAGNA_Colombia_Oeste;"2° 56' 05,650"" N";"76° 41' 51,800"" W";Leal Mejía, H. 2011. Phanerozoic gold metallogeny in the colombian Andes: A tectono–magmatic approach. Tesis de doctorado, Universidad de Barcelona, 989 p. Barcelona.;Leal Mejía (2011);160;Interpretada como la edad de cristalización magmática; 
63;64;805;BV–423;Grupo Quetame;Metatoba; ; ;1,6;± 0,4; ; ;Pleistoceno (Q1); ;Huellas de fisión EDM;Apatito; ; ;97,8; ;30; ; ;956514;1031354;MAGNA_Colombia_Bogota;"4° 12' 10,440"" N";"73° 47' 42,360"" W";Mora, A., Parra, M., Strecker, M.R., Sobel, E.R., Hooghiemstra, H., Torres, V. & Vallejo Jaramillo, J. 2008. Climatic forcing of asymmetric orogenic evolution in the Eastern Cordillera of Colombia. Geological Society of America Bulletin, 120(7–8): 930;Mora et al. (2008);194;Los autores concluyen que 3–5 km de roca fueron exhumados de la sección estudiada en los últimos 3 Ma;http://gsabulletin.gsapubs.org/content/120/7-8/930.abstract
64;65;820;AM–07;Formación Las Juntas;Arenita; ; ;1,9;± 0,7; ; ;Pleistoceno (Q1); ;Huellas de fisión LA–ICP–MS;Apatito; ; ;57; ;11; ; ;1048241;1076166;MAGNA_Colombia_Bogota;"5° 01' 55,500"" N";"73° 23' 26,460"" W";Parra, M., Mora, A., Sobel, E.R., Strecker, M.R. & González, R. 2009b. Episodic orogenic front migration in the northern Andes: Constraints from low–temperature thermochronology in the Eastern Cordillera, Colombia. Tectonics, 28(4): TC4004.;Parra et al. (2009b);219; ;http://dx.doi.org/10.1029/2008TC002423
65;66;830;BV 120–F;Formación Cáqueza;Arenita; ; ;2;± 0,7; ; ;Pleistoceno (Q1); ;Huellas de fisión LA–ICP–MS;Apatito; ; ;99,9; ;39; ; ;978069;1013679;MAGNA_Colombia_Bogota;"4° 23' 52,320"" N";"73° 57' 15,360"" W";Parra, M., Mora, A., Sobel, E.R., Strecker, M.R. & González, R. 2009b. Episodic orogenic front migration in the northern Andes: Constraints from low–temperature thermochronology in the Eastern Cordillera, Colombia. Tectonics, 28(4): TC4004.;Parra et al. (2009b);219; ;http://dx.doi.org/10.1029/2008TC002423
66;67;831;16;Formación Real;Arenita; ; ; ; ;2,0 ± 0,1;4,6 ± 0,3;Pleistoceno (Q1)–Plioceno (N2); ;U–Th/He;Apatito; ; ; ; ;4; ; ;1206170;1029355;MAGNA_Colombia_Bogota;"6° 27' 37,764"" N";"73° 48' 43,686"" W";Sánchez, J., Horton, B.K., Tesón, E., Mora, A., Ketcham, R.A. & Stockli, D.F. 2012. Kinematic evolution of Andean fold–thrust structures along the boundary between the Eastern Cordillera and Middle Magdalena Valley basin, Colombia. Tectonics, 31(3):;Sánchez et al. (2012);261; ;http://onlinelibrary.wiley.com/doi/10.1029/2011TC003089/abstract
67;68;837;17;Formación Mugrosa;Arenita; ; ; ; ;2,1 ± 0,1;5,4 ± 0,3;Mioceno (N1)–Pleistoceno (Q1); ;U–Th/He;Apatito; ; ; ; ;4; ; ;1196144;1023550;MAGNA_Colombia_Bogota;"6° 22' 11,482"" N";"73° 51' 52,744"" W";Sánchez, J., Horton, B.K., Tesón, E., Mora, A., Ketcham, R.A. & Stockli, D.F. 2012. Kinematic evolution of Andean fold–thrust structures along the boundary between the Eastern Cordillera and Middle Magdalena Valley basin, Colombia. Tectonics, 31(3):;Sánchez et al. (2012);261; ;http://onlinelibrary.wiley.com/doi/10.1029/2011TC003089/abstract
68;69;844;29;Formación Lisama;Arenita; ; ; ; ;2,2 ± 0,2;94,9 ± 7,6;Pleistoceno (Q1)–Cenomaniano (k1); ;U–Th/He;Circón; ; ; ; ;4; ; ;1197559;1032465;MAGNA_Colombia_Bogota;"6° 22' 57,400"" N";"73° 47' 02,634"" W";Sánchez, J., Horton, B.K., Tesón, E., Mora, A., Ketcham, R.A. & Stockli, D.F. 2012. Kinematic evolution of Andean fold–thrust structures along the boundary between the Eastern Cordillera and Middle Magdalena Valley basin, Colombia. Tectonics, 31(3):;Sánchez et al. (2012);261; ;http://onlinelibrary.wiley.com/doi/10.1029/2011TC003089/abstract
69;70;851;12018356;Pórfidos de Río Dulce;Brecha intrusiva; ; ;2,3;± 0,1; ; ;Pleistoceno (Q1);ca. 50 Ma;U–Pb LA–MC–ICP–MS;Circón; ; ; ; ; ; ; ;1099889;878995;MAGNA_Colombia_Bogota;"5° 29' 54,600"" N";"75° 10' 10,000"" W";Leal Mejía, H. 2011. Phanerozoic gold metallogeny in the colombian Andes: A tectono–magmatic approach. Tesis de doctorado, Universidad de Barcelona, 989 p. Barcelona.;Leal Mejía (2011);160;Interpretada como la edad de cristalización magmática; 
70;71;852;12018312;Pórfidos de Río Dulce;Pórfido diorítico; ; ;2,3;± 0,1; ; ;Pleistoceno (Q1); ;U–Pb LA–MC–ICP–MS;Circón; ; ; ; ; ; ; ;1099849;879031;MAGNA_Colombia_Bogota;"5° 29' 53,300"" N";"75° 10' 08,800"" W";Leal Mejía, H. 2011. Phanerozoic gold metallogeny in the colombian Andes: A tectono–magmatic approach. Tesis de doctorado, Universidad de Barcelona, 989 p. Barcelona.;Leal Mejía (2011);160;Interpretada como la edad de cristalización magmática; 
71;72;858;BV–192;Grupo Quetame;Metatoba; ; ;2,3;± 0,6; ; ;Pleistoceno (Q1); ;Huellas de fisión EDM;Apatito; ; ;57,9; ;30; ; ;963646;1030774;MAGNA_Colombia_Bogota;"4° 16' 02,640"" N";"73° 48' 01,080"" W";Mora, A., Parra, M., Strecker, M.R., Sobel, E.R., Hooghiemstra, H., Torres, V. & Vallejo Jaramillo, J. 2008. Climatic forcing of asymmetric orogenic evolution in the Eastern Cordillera of Colombia. Geological Society of America Bulletin, 120(7–8): 930;Mora et al. (2008);194;Los autores concluyen que 3–5 km de roca fueron exhumados de la sección estudiada en los últimos 3 Ma;http://gsabulletin.gsapubs.org/content/120/7-8/930.abstract
72;73;859;SJ–5;Grupo Quetame;Metatoba; ; ;2,3;± 0,8; ; ;Pleistoceno (Q1); ;Huellas de fisión EDM;Apatito; ; ;0; ;20; ; ;986233;1042663;MAGNA_Colombia_Bogota;"4° 28' 17,760"" N";"73° 41' 35,160"" W";Mora, A., Parra, M., Strecker, M.R., Sobel, E.R., Hooghiemstra, H., Torres, V. & Vallejo Jaramillo, J. 2008. Climatic forcing of asymmetric orogenic evolution in the Eastern Cordillera of Colombia. Geological Society of America Bulletin, 120(7–8): 930;Mora et al. (2008);194;Los autores concluyen que 3–5 km de roca fueron exhumados de la sección estudiada en los últimos 3 Ma;http://gsabulletin.gsapubs.org/content/120/7-8/930.abstract
73;74;863;WR–64;Pórfidos de Río Dulce;Pórfido granodiorítico; ; ;2,4;± 0,1; ; ;Pleistoceno (Q1);ca. 9 Ma;U–Pb LA–MC–ICP–MS;Circón; ; ; ; ; ; ; ;1102305;881964;MAGNA_Colombia_Bogota;"5° 31' 13,400"" N";"75° 08' 33,700"" W";Leal Mejía, H. 2011. Phanerozoic gold metallogeny in the colombian Andes: A tectono–magmatic approach. Tesis de doctorado, Universidad de Barcelona, 989 p. Barcelona.;Leal Mejía (2011);160;Interpretada como la edad de cristalización magmática; 
74;75;864;12040621;Pórfidos de Río Dulce;Pórfido granodiorítico; ; ;2,4;± 0,1; ; ;Pleistoceno (Q1);ca. 25, 45 y 95 Ma;U–Pb LA–MC–ICP–MS;Circón; ; ; ; ; ; ; ;1101606;880931;MAGNA_Colombia_Bogota;"5° 30' 50,600"" N";"75° 09' 07,200"" W";Leal Mejía, H. 2011. Phanerozoic gold metallogeny in the colombian Andes: A tectono–magmatic approach. Tesis de doctorado, Universidad de Barcelona, 989 p. Barcelona.;Leal Mejía (2011);160;Interpretada como la edad de cristalización magmática; 
